Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
2/23/16,Mississippi,Home,85,Missouri,76,Away,,Win,9,2.62,-4.20,Division 1
2/23/16,Rider,Away,58,Marist,71,Home,,Loss,-13,-1.23,-6.79,Division 1
2/23/16,Akron,Away,64,Miami (OH),77,Home,,Loss,-13,9.45,-5.35,Division 1
2/23/16,Miami (OH),Home,77,Akron,64,Away,,Win,13,-5.35,9.45,Division 1
2/24/16,La Salle,Home,53,Fordham,56,Away,,Loss,-3,-11.07,3.11,Division 1
2/24/16,Fordham,Away,56,La Salle,53,Home,,Win,3,3.11,-11.07,Division 1
2/24/16,Bucknell,Away,86,Lafayette,83,Home,,Win,3,6.03,-9.00,Division 1
2/24/16,Loyola (IL),Home,54,Wichita State,76,Away,,Loss,-22,-0.97,14.80,Division 1
2/24/16,Lafayette,Home,83,Bucknell,86,Away,,Loss,-3,-9.00,6.03,Division 1
2/24/16,Illinois State,Home,73,Southern Illinois,50,Away,,Win,23,1.72,4.42,Division 1
2/24/16,Howard,Home,63,Florida A&M,53,Away,,Win,10,-3.69,-9.04,Division 1
2/24/16,Southern Illinois,Away,50,Illinois State,73,Home,,Loss,-23,4.42,1.72,Division 1
2/24/16,Wisconsin,Away,67,Iowa,59,Home,,Win,8,5.03,9.76,Division 1
2/24/16,Iowa,Home,59,Wisconsin,67,Away,,Loss,-8,9.76,5.03,Division 1
2/24/16,Maryland-Baltimore County,Home,80,Binghamton,79,Away,,Win,1,-8.45,-7.83,Division 1
2/24/16,Binghamton,Away,79,Maryland-Baltimore County,80,Home,,Loss,-1,-7.83,-8.45,Division 1
2/24/16,Massachusetts,Home,57,Saint Joseph's,74,Away,,Loss,-17,-2.25,8.79,Division 1
2/24/16,Albany (NY),Away,86,Massachusetts-Lowell,61,Home,,Win,25,10.58,-6.21,Division 1
2/24/16,Saint Joseph's,Away,74,Massachusetts,57,Home,,Win,17,8.79,-2.25,Division 1
2/24/16,Holy Cross,Away,63,Loyola (MD),78,Home,,Loss,-15,-5.77,-5.67,Division 1
2/24/16,Wichita State,Away,76,Loyola (IL),54,Home,,Win,22,14.80,-0.97,Division 1
2/24/16,Loyola (MD),Home,78,Holy Cross,63,Away,,Win,15,-5.67,-5.77,Division 1
2/24/16,Maine,Home,74,Hartford,82,Away,,Loss,-8,-10.69,-7.90,Division 1
2/24/16,Hartford,Away,82,Maine,74,Home,,Win,8,-7.90,-10.69,Division 1
2/24/16,Florida A&M,Away,53,Howard,63,Home,,Loss,-10,-9.04,-3.69,Division 1
2/24/16,Central Florida,Home,61,Houston,88,Away,,Loss,-27,-2.89,9.28,Division 1
2/24/16,Long Beach State,Away,67,UC-Irvine,90,Home,,Loss,-23,1.28,4.73,Division 1
2/24/16,Houston,Away,88,Central Florida,61,Home,,Win,27,9.28,-2.89,Division 1
2/24/16,Lehigh,Away,71,Colgate,54,Home,,Win,17,1.48,-1.55,Division 1
2/24/16,Colgate,Home,54,Lehigh,71,Away,,Loss,-17,-1.55,1.48,Division 1
2/24/16,Navy,Away,65,American,72,Home,,Loss,-7,3.03,-8.28,Division 1
2/24/16,American,Home,72,Navy,65,Away,,Win,7,-8.28,3.03,Division 1
2/24/16,Auburn,Home,84,Georgia,81,Away,,Win,3,-6.14,0.86,Division 1
2/24/16,UC-Irvine,Home,90,Long Beach State,67,Away,,Win,23,4.73,1.28,Division 1
2/24/16,Georgia,Away,81,Auburn,84,Home,,Loss,-3,0.86,-6.14,Division 1
2/24/16,Air Force,Away,63,Fresno State,64,Home,,Loss,-1,-4.03,4.53,Division 1
2/24/16,Siena,Away,69,Fairfield,76,Home,,Loss,-7,5.66,-0.13,Division 1
2/24/16,Fresno State,Home,64,Air Force,63,Away,,Win,1,4.53,-4.03,Division 1
2/24/16,Virginia Commonwealth,Away,69,George Mason,76,Home,,Loss,-7,10.48,-5.93,Division 1
2/24/16,George Mason,Home,76,Virginia Commonwealth,69,Away,,Win,7,-5.93,10.48,Division 1
2/24/16,Colorado,Home,75,Arizona,72,Away,,Win,3,5.27,12.76,Division 1
2/24/16,Arizona,Away,72,Colorado,75,Home,,Loss,-3,12.76,5.27,Division 1
2/24/16,Creighton,Home,61,Marquette,66,Away,,Loss,-5,7.50,3.33,Division 1
2/24/16,Fairfield,Home,76,Siena,69,Away,,Win,7,-0.13,5.66,Division 1
2/24/16,Marquette,Away,66,Creighton,61,Home,,Win,5,3.33,7.50,Division 1
2/24/16,Massachusetts-Lowell,Home,61,Albany (NY),86,Away,,Loss,-25,-6.21,10.58,Division 1
2/24/16,Duquesne,Away,76,St. Bonaventure,80,Home,,Loss,-4,2.40,5.04,Division 1
2/24/16,Southeastern Louisiana,Home,93,New Orleans,81,Away,,Win,12,-4.73,-2.81,Division 1
2/24/16,St. Bonaventure,Home,80,Duquesne,76,Away,,Win,4,5.04,2.40,Division 1
2/24/16,Texas A&M,Home,68,Mississippi State,66,Away,,Win,2,10.33,2.14,Division 1
2/24/16,Mississippi State,Away,66,Texas A&M,68,Home,,Loss,-2,2.14,10.33,Division 1
2/24/16,Richmond,Home,61,George Washington,73,Away,,Loss,-12,3.34,7.33,Division 1
2/24/16,George Washington,Away,73,Richmond,61,Home,,Win,12,7.33,3.34,Division 1
2/24/16,South Carolina,Home,84,Tennessee,58,Away,,Win,26,7.30,-0.52,Division 1
2/24/16,New Orleans,Away,81,Southeastern Louisiana,93,Home,,Loss,-12,-2.81,-4.73,Division 1
2/24/16,Tennessee,Away,58,South Carolina,84,Home,,Loss,-26,-0.52,7.30,Division 1
2/24/16,San Diego State,Away,73,Wyoming,61,Home,,Win,12,7.10,-0.13,Division 1
2/24/16,Wake Forest,Home,58,Notre Dame,69,Away,,Loss,-11,-4.94,6.93,Division 1
2/24/16,Wyoming,Home,61,San Diego State,73,Away,,Loss,-12,-0.13,7.10,Division 1
2/24/16,Xavier,Home,90,Villanova,83,Away,,Win,7,10.60,13.93,Division 1
2/24/16,Villanova,Away,83,Xavier,90,Home,,Loss,-7,13.93,10.60,Division 1
2/24/16,Tulane,Home,73,East Carolina,79,Away,,Loss,-6,-4.38,-3.21,Division 1
2/24/16,East Carolina,Away,79,Tulane,73,Home,,Win,6,-3.21,-4.38,Division 1
2/24/16,New Hampshire,Away,67,Vermont,73,Home,,Loss,-6,1.41,4.35,Division 1
2/24/16,Notre Dame,Away,69,Wake Forest,58,Home,,Win,11,6.93,-4.94,Division 1
2/24/16,Vermont,Home,73,New Hampshire,67,Away,,Win,6,4.35,1.41,Division 1
2/24/16,Nevada,Home,73,Utah State,68,Away,,Win,5,4.38,1.64,Division 1
2/24/16,Norfolk State,Away,72,Morgan State,89,Home,,Loss,-17,-0.17,-4.50,Division 1
2/24/16,Utah State,Away,68,Nevada,73,Home,,Loss,-5,1.64,4.38,Division 1
2/24/16,North Carolina State,Home,68,North Carolina,80,Away,,Loss,-12,1.34,12.60,Division 1
2/24/16,North Carolina,Away,80,North Carolina State,68,Home,,Win,12,12.60,1.34,Division 1
2/24/16,Northwestern,Away,63,Michigan,72,Home,,Loss,-9,6.00,8.47,Division 1
2/24/16,Michigan,Home,72,Northwestern,63,Away,,Win,9,8.47,6.00,Division 1
2/24/16,Drake,Away,52,Missouri State,61,Home,,Loss,-9,-4.74,-5.33,Division 1
2/24/16,Morgan State,Home,89,Norfolk State,72,Away,,Win,17,-4.50,-0.17,Division 1
2/24/16,Missouri State,Home,61,Drake,52,Away,,Win,9,-5.33,-4.74,Division 1
2/24/16,Oregon State,Home,82,Washington,81,Away,,Win,1,2.63,3.10,Division 1
2/24/16,Washington State,Away,62,Oregon,76,Home,,Loss,-14,-6.03,9.28,Division 1
2/24/16,Washington,Away,81,Oregon State,82,Home,,Loss,-1,3.10,2.63,Division 1
2/24/16,Pittsburgh,Home,60,Louisville,67,Away,,Loss,-7,10.14,15.03,Division 1
2/24/16,Louisville,Away,67,Pittsburgh,60,Home,,Win,7,15.03,10.14,Division 1
2/24/16,Northern Iowa,Home,66,Indiana State,44,Away,,Win,22,5.16,-1.13,Division 1
2/24/16,Indiana State,Away,44,Northern Iowa,66,Home,,Loss,-22,-1.13,5.16,Division 1
2/24/16,Oklahoma,Home,71,Oklahoma State,49,Away,,Win,22,11.13,-0.13,Division 1
2/24/16,Oregon,Home,76,Washington State,62,Away,,Win,14,9.28,-6.03,Division 1
2/24/16,Oklahoma State,Away,49,Oklahoma,71,Home,,Loss,-22,-0.13,11.13,Division 1
2/25/16,Illinois,Home,47,Indiana,74,Away,,Loss,-27,-2.10,13.23,Division 1
2/25/16,Indiana,Away,74,Illinois,47,Home,,Win,27,13.23,-2.10,Division 1
2/25/16,Idaho State,Home,77,Montana,90,Away,,Loss,-13,-0.57,4.81,Division 1
2/25/16,Montana,Away,90,Idaho State,77,Home,,Win,13,4.81,-0.57,Division 1
2/25/16,Jacksonville,Home,80,North Florida,81,Away,,Loss,-1,0.41,6.97,Division 1
2/25/16,North Florida,Away,81,Jacksonville,80,Home,,Win,1,6.97,0.41,Division 1
2/25/16,IUPUI,Home,82,South Dakota,85,Away,,Loss,-3,-5.35,-2.52,Division 1
2/25/16,South Dakota,Away,85,IUPUI,82,Home,,Win,3,-2.52,-5.35,Division 1
2/25/16,Appalachian State,Away,63,Georgia Southern,88,Home,,Loss,-25,-7.72,2.43,Division 1
2/25/16,Georgia Southern,Home,88,Appalachian State,63,Away,,Win,25,2.43,-7.72,Division 1
2/25/16,Elon,Home,65,William & Mary,75,Away,,Loss,-10,0.55,5.76,Division 1
2/25/16,William & Mary,Away,75,Elon,65,Home,,Win,10,5.76,0.55,Division 1
2/25/16,High Point,Home,87,Winthrop,85,Away,,Win,2,8.17,6.34,Division 1
2/25/16,Winthrop,Away,85,High Point,87,Home,,Loss,-2,6.34,8.17,Division 1
2/25/16,UC-Riverside,Away,77,Hawaii,71,Home,,Win,6,1.43,11.41,Division 1
2/25/16,Hawaii,Home,71,UC-Riverside,77,Away,,Loss,-6,11.41,1.43,Division 1
2/25/16,Eastern Kentucky,Away,76,Jacksonville State,54,Home,,Win,22,1.42,-4.32,Division 1
2/25/16,Southern Methodist,Away,69,Memphis,62,Home,,Win,7,14.18,5.87,Division 1
2/25/16,Middle Tennessee,Home,72,Western Kentucky,78,Away,,Loss,-6,3.43,0.21,Division 1
2/25/16,North Texas,Away,62,Louisiana Tech,73,Home,,Loss,-11,-3.72,8.72,Division 1
2/25/16,Memphis,Home,62,Southern Methodist,69,Away,,Loss,-7,5.87,14.18,Division 1
2/25/16,Mount St. Mary's,Home,54,Fairleigh Dickinson,67,Away,,Loss,-13,-2.19,-0.90,Division 1
2/25/16,Nebraska-Omaha,Home,102,Oral Roberts,98,Away,,Win,4,4.20,-0.83,Division 1
2/25/16,Western Kentucky,Away,78,Middle Tennessee,72,Home,,Win,6,0.21,3.43,Division 1
2/25/16,Fairleigh Dickinson,Away,67,Mount St. Mary's,54,Home,,Win,13,-0.90,-2.19,Division 1
2/25/16,Lipscomb,Home,57,Kennesaw State,73,Away,,Loss,-16,-2.44,-5.16,Division 1
2/25/16,Central Connecticut State,Away,74,Long Island University,80,Home,,Loss,-6,-13.10,-0.55,Division 1
2/25/16,Jacksonville State,Home,54,Eastern Kentucky,76,Away,,Loss,-22,-4.32,1.42,Division 1
2/25/16,Kennesaw State,Away,73,Lipscomb,57,Home,,Win,16,-5.16,-2.44,Division 1
2/25/16,Presbyterian,Away,74,Longwood,73,Home,,Win,1,-5.28,-3.26,Division 1
2/25/16,Louisiana Tech,Home,73,North Texas,62,Away,,Win,11,8.72,-3.72,Division 1
2/25/16,Long Island University,Home,80,Central Connecticut State,74,Away,,Win,6,-0.55,-13.10,Division 1
2/25/16,Longwood,Home,73,Presbyterian,74,Away,,Loss,-1,-3.26,-5.28,Division 1
2/25/16,Murray State,Away,74,Eastern Illinois,85,Home,,Loss,-11,3.79,-1.79,Division 1
2/25/16,Cal State Northridge,Home,63,UC-Santa Barbara,78,Away,,Loss,-15,-3.93,2.41,Division 1
2/25/16,UC-Santa Barbara,Away,78,Cal State Northridge,63,Home,,Win,15,2.41,-3.93,Division 1
2/25/16,Cal Poly,Home,77,Cal State Fullerton,78,Away,,Loss,-1,-1.30,-3.21,Division 1
2/25/16,Cal State Fullerton,Away,78,Cal Poly,77,Home,,Win,1,-3.21,-1.30,Division 1
2/25/16,Campbell,Home,56,Radford,60,Away,,Loss,-4,0.48,0.63,Division 1
2/25/16,Radford,Away,60,Campbell,56,Home,,Win,4,0.63,0.48,Division 1
2/25/16,University of California,Home,75,UCLA,63,Away,,Win,12,9.07,2.10,Division 1
2/25/16,UCLA,Away,63,University of California,75,Home,,Loss,-12,2.10,9.07,Division 1
2/25/16,Arkansas-Little Rock,Home,72,Texas-Arlington,60,Away,,Win,12,11.73,9.86,Division 1
2/25/16,Texas-Arlington,Away,60,Arkansas-Little Rock,72,Home,,Loss,-12,9.86,11.73,Division 1
2/25/16,Alabama-Birmingham,Home,95,Marshall,91,Away,,Win,4,10.07,1.55,Division 1
2/25/16,Marshall,Away,91,Alabama-Birmingham,95,Home,,Loss,-4,1.55,10.07,Division 1
2/25/16,Brigham Young,Home,99,Portland,81,Away,,Win,18,11.87,-1.42,Division 1
2/25/16,Portland,Away,81,Brigham Young,99,Home,,Loss,-18,-1.42,11.87,Division 1
2/25/16,Arkansas State,Home,60,Texas State,71,Away,,Loss,-11,-2.13,1.04,Division 1
2/25/16,Texas State,Away,71,Arkansas State,60,Home,,Win,11,1.04,-2.13,Division 1
2/25/16,Canisius,Home,65,Niagara,60,Away,,Win,5,-1.55,-7.63,Division 1
2/25/16,Drexel,Home,74,Delaware,64,Away,,Win,10,-7.34,-9.66,Division 1
2/25/16,Duke,Home,80,Florida State,65,Away,,Win,15,10.53,4.40,Division 1
2/25/16,St. John's (NY),Away,75,DePaul,83,Home,,Loss,-8,-9.20,-6.97,Division 1
2/25/16,Delaware,Away,64,Drexel,74,Home,,Loss,-10,-9.66,-7.34,Division 1
2/25/16,Furman,Away,75,East Tennessee State,80,Home,,Loss,-5,4.94,4.06,Division 1
2/25/16,Eastern Illinois,Home,85,Murray State,74,Away,,Win,11,-1.79,3.79,Division 1
2/25/16,Florida State,Away,65,Duke,80,Home,,Loss,-15,4.40,10.53,Division 1
2/25/16,East Tennessee State,Home,80,Furman,75,Away,,Win,5,4.06,4.94,Division 1
2/25/16,Texas-San Antonio,Away,108,Charlotte,114,Home,,Loss,-6,-11.47,-1.69,Division 1
2/25/16,Cleveland State,Home,63,Northern Kentucky,58,Away,,Win,5,-6.77,-3.45,Division 1
2/25/16,Niagara,Away,60,Canisius,65,Home,,Loss,-5,-7.63,-1.55,Division 1
2/25/16,Charlotte,Home,114,Texas-San Antonio,108,Away,,Win,6,-1.69,-11.47,Division 1
2/25/16,Coastal Carolina,Home,68,Charleston Southern,60,Away,,Win,8,7.79,-3.48,Division 1
2/25/16,DePaul,Home,83,St. John's (NY),75,Away,,Win,8,-6.97,-9.20,Division 1
2/25/16,Northern Kentucky,Away,58,Cleveland State,63,Home,,Loss,-5,-3.45,-6.77,Division 1
2/25/16,Charleston Southern,Away,60,Coastal Carolina,68,Home,,Loss,-8,-3.48,7.79,Division 1
2/25/16,Oral Roberts,Away,98,Nebraska-Omaha,102,Home,,Loss,-4,-0.83,4.20,Division 1
2/25/16,Stetson,Home,80,Florida Gulf Coast,73,Away,,Win,7,-3.03,5.81,Division 1
2/25/16,Tennessee-Martin,Home,72,Tennessee State,56,Away,,Win,16,1.84,5.03,Division 1
2/25/16,Stanford,Home,84,Southern California,64,Away,,Win,20,1.56,6.34,Division 1
2/25/16,Florida Gulf Coast,Away,73,Stetson,80,Home,,Loss,-7,5.81,-3.03,Division 1
2/25/16,Tennessee Tech,Home,59,Morehead State,69,Away,,Loss,-10,3.86,5.62,Division 1
2/25/16,James Madison,Away,67,Towson,69,Home,,Loss,-2,7.19,5.16,Division 1
2/25/16,Tennessee State,Away,56,Tennessee-Martin,72,Home,,Loss,-16,5.03,1.84,Division 1
2/25/16,Morehead State,Away,69,Tennessee Tech,59,Home,,Win,10,5.62,3.86,Division 1
2/25/16,Southern Illinois-Edwardsville,Home,75,Austin Peay,80,Away,,Loss,-5,-8.18,-0.97,Division 1
2/25/16,Rice,Away,76,Southern Mississippi,74,Home,,Win,2,-4.10,-6.00,Division 1
2/25/16,South Florida,Home,51,Connecticut,81,Away,,Loss,-30,-8.00,11.03,Division 1
2/25/16,Austin Peay,Away,80,Southern Illinois-Edwardsville,75,Home,,Win,5,-0.97,-8.18,Division 1
2/25/16,St. Francis (NY),Home,79,Bryant,72,Away,,Win,7,-0.87,-11.06,Division 1
2/25/16,Southern California,Away,64,Stanford,84,Home,,Loss,-20,6.34,1.56,Division 1
2/25/16,Southern Mississippi,Home,74,Rice,76,Away,,Loss,-2,-6.00,-4.10,Division 1
2/25/16,Bryant,Away,72,St. Francis (NY),79,Home,,Loss,-7,-11.06,-0.87,Division 1
2/25/16,Towson,Home,69,James Madison,67,Away,,Win,2,5.16,7.19,Division 1
2/25/16,Western Carolina,Home,53,Wofford,48,Away,,Win,5,-0.23,0.19,Division 1
2/25/16,Wofford,Away,48,Western Carolina,53,Home,,Loss,-5,0.19,-0.23,Division 1
2/25/16,Montana State,Away,60,Weber State,68,Home,,Loss,-8,-2.25,11.24,Division 1
2/25/16,Weber State,Home,68,Montana State,60,Away,,Win,8,11.24,-2.25,Division 1
2/25/16,Wright State,Away,87,Youngstown State,81,Home,,Win,6,1.94,-7.48,Division 1
2/25/16,Youngstown State,Home,81,Wright State,87,Away,,Loss,-6,-7.48,1.94,Division 1
2/25/16,IPFW,Away,87,Western Illinois,75,Home,,Win,12,4.03,-0.37,Division 1
2/25/16,Western Illinois,Home,75,IPFW,87,Away,,Loss,-12,-0.37,4.03,Division 1
2/25/16,Arizona State,Away,46,Utah,81,Home,,Loss,-35,-0.69,10.17,Division 1
2/25/16,Utah,Home,81,Arizona State,46,Away,,Win,35,10.17,-0.69,Division 1
2/25/16,Louisiana-Lafayette,Away,73,Troy,63,Home,,Win,10,6.59,-4.53,Division 1
2/25/16,Troy,Home,63,Louisiana-Lafayette,73,Away,,Loss,-10,-4.53,6.59,Division 1
2/25/16,Saint Francis (PA),Away,54,Wagner,69,Home,,Loss,-15,-2.38,6.62,Division 1
2/25/16,Wagner,Home,69,Saint Francis (PA),54,Away,,Win,15,6.62,-2.38,Division 1
2/25/16,Mercer,Away,82,Virginia Military Institute,91,Home,,Loss,-9,4.16,-6.07,Division 1
2/25/16,Virginia Military Institute,Home,91,Mercer,82,Away,,Win,9,-6.07,4.16,Division 1
2/25/16,Northern Colorado,Home,72,Sacramento State,67,Away,,Win,5,-6.11,-1.22,Division 1
2/25/16,Sacramento State,Away,67,Northern Colorado,72,Home,,Loss,-5,-1.22,-6.11,Division 1
2/25/16,College of Charleston,Away,57,Northeastern,58,Home,,Loss,-1,3.62,0.94,Division 1
2/25/16,Northeastern,Home,58,College of Charleston,57,Away,,Win,1,0.94,3.62,Division 1
2/25/16,Pacific,Home,79,San Francisco,70,Away,,Win,9,-2.18,-1.00,Division 1
2/25/16,San Francisco,Away,70,Pacific,79,Home,,Loss,-9,-1.00,-2.18,Division 1
2/25/16,Old Dominion,Home,74,Texas-El Paso,53,Away,,Win,21,5.79,2.33,Division 1
2/25/16,Texas-El Paso,Away,53,Old Dominion,74,Home,,Loss,-21,2.33,5.79,Division 1
2/25/16,Citadel,Away,63,North Carolina-Greensboro,92,Home,,Loss,-29,-6.68,-0.26,Division 1
2/25/16,North Carolina-Greensboro,Home,92,Citadel,63,Away,,Win,29,-0.26,-6.68,Division 1
2/25/16,Liberty,Away,56,North Carolina-Asheville,73,Home,,Loss,-17,-2.81,7.27,Division 1
2/25/16,North Carolina-Asheville,Home,73,Liberty,56,Away,,Win,17,7.27,-2.81,Division 1
2/25/16,North Dakota,Home,80,Portland State,77,Away,,Win,3,4.04,-0.52,Division 1
2/25/16,Portland State,Away,77,North Dakota,80,Home,,Loss,-3,-0.52,4.04,Division 1
2/25/16,Hofstra,Away,70,North Carolina-Wilmington,69,Home,,Win,1,5.50,8.17,Division 1
2/25/16,North Carolina-Wilmington,Home,69,Hofstra,70,Away,,Loss,-1,8.17,5.50,Division 1
2/25/16,Nebraska,Away,55,Penn State,56,Home,,Loss,-1,3.47,-3.93,Division 1
2/25/16,South Alabama,Home,59,Louisiana-Monroe,66,Away,,Loss,-7,-3.13,3.48,Division 1
2/25/16,NJIT,Away,71,South Carolina Upstate,72,Home,,Loss,-1,0.94,-5.63,Division 1
2/25/16,Seton Hall,Home,70,Providence,52,Away,,Win,18,7.57,3.63,Division 1
2/25/16,Louisiana-Monroe,Away,66,South Alabama,59,Home,,Win,7,3.48,-3.13,Division 1
2/25/16,South Dakota State,Home,71,North Dakota State,59,Away,,Win,12,8.93,4.47,Division 1
2/25/16,Connecticut,Away,81,South Florida,51,Home,,Win,30,11.03,-8.00,Division 1
2/25/16,South Carolina Upstate,Home,72,NJIT,71,Away,,Win,1,-5.63,0.94,Division 1
2/25/16,North Dakota State,Away,59,South Dakota State,71,Home,,Loss,-12,4.47,8.93,Division 1
2/25/16,Sacred Heart,Home,63,Robert Morris,73,Away,,Loss,-10,-3.83,-5.68,Division 1
2/25/16,Saint Mary's (CA),Home,75,Santa Clara,50,Away,,Win,25,14.79,-5.90,Division 1
2/25/16,Penn State,Home,56,Nebraska,55,Away,,Win,1,-3.93,3.47,Division 1
2/25/16,Robert Morris,Away,73,Sacred Heart,63,Home,,Win,10,-5.68,-3.83,Division 1
2/25/16,San Diego,Home,60,Gonzaga,82,Away,,Loss,-22,-8.59,13.50,Division 1
2/25/16,Providence,Away,52,Seton Hall,70,Home,,Loss,-18,3.63,7.57,Division 1
2/25/16,Santa Clara,Away,50,Saint Mary's (CA),75,Home,,Loss,-25,-5.90,14.79,Division 1
2/25/16,Gonzaga,Away,82,San Diego,60,Home,,Win,22,13.50,-8.59,Division 1
2/26/16,Manhattan,Home,73,Iona,86,Away,,Loss,-13,-4.83,5.45,Division 1
2/26/16,Iona,Away,86,Manhattan,73,Home,,Win,13,5.45,-4.83,Division 1
2/26/16,Marist,Home,91,Quinnipiac,77,Away,,Win,14,-6.79,-5.48,Division 1
2/26/16,Milwaukee,Home,76,Valparaiso,80,Away,,Loss,-4,7.06,14.23,Division 1
2/26/16,Quinnipiac,Away,77,Marist,91,Home,,Loss,-14,-5.48,-6.79,Division 1
2/26/16,Illinois-Chicago,Away,69,Green Bay,85,Home,,Loss,-16,-10.21,3.97,Division 1
2/26/16,Bowling Green State,Away,54,Akron,89,Home,,Loss,-35,-1.35,9.45,Division 1
2/26/16,Akron,Home,89,Bowling Green State,54,Away,,Win,35,9.45,-1.35,Division 1
2/26/16,Brown,Home,84,Dartmouth,83,Away,,Win,1,-4.15,0.54,Division 1
2/26/16,Green Bay,Home,85,Illinois-Chicago,69,Away,,Win,16,3.97,-10.21,Division 1
2/26/16,Dartmouth,Away,83,Brown,84,Home,,Loss,-1,0.54,-4.15,Division 1
2/26/16,Valparaiso,Away,80,Milwaukee,76,Home,,Win,4,14.23,7.06,Division 1
2/26/16,Columbia,Away,83,Princeton,88,Home,,Loss,-5,7.90,11.68,Division 1
2/26/16,Pennsylvania,Home,79,Cornell,67,Away,,Win,12,-3.00,-6.96,Division 1
2/26/16,Princeton,Home,88,Columbia,83,Away,,Win,5,11.68,7.90,Division 1
2/26/16,Yale,Home,59,Harvard,50,Away,,Win,9,11.42,-0.14,Division 1
2/26/16,Harvard,Away,50,Yale,59,Home,,Loss,-9,-0.14,11.42,Division 1
2/26/16,Rider,Away,58,Monmouth,79,Home,,Loss,-21,-1.23,7.81,Division 1
2/26/16,Monmouth,Home,79,Rider,58,Away,,Win,21,7.81,-1.23,Division 1
2/26/16,Detroit Mercy,Away,97,Oakland,108,Home,,Loss,-11,0.86,7.77,Division 1
2/26/16,Cornell,Away,67,Pennsylvania,79,Home,,Loss,-12,-6.96,-3.00,Division 1
2/26/16,Oakland,Home,108,Detroit Mercy,97,Away,,Win,11,7.77,0.86,Division 1
2/27/16,Cal State Northridge,Away,78,Hawaii,89,Home,,Loss,-11,-3.93,11.41,Division 1
2/27/16,Howard,Away,67,Hampton,68,Home,,Loss,-1,-3.69,0.04,Division 1
2/27/16,College of Charleston,Away,63,Hofstra,72,Home,,Loss,-9,3.62,5.50,Division 1
2/27/16,Hawaii,Home,89,Cal State Northridge,78,Away,,Win,11,11.41,-3.93,Division 1
2/27/16,Arkansas-Pine Bluff,Away,53,Grambling,51,Home,,Win,2,-14.65,-6.36,Division 1
2/27/16,Georgia State,Home,83,Appalachian State,70,Away,,Win,13,1.22,-7.72,Division 1
2/27/16,Hampton,Home,68,Howard,67,Away,,Win,1,0.04,-3.69,Division 1
2/27/16,Grambling,Home,51,Arkansas-Pine Bluff,53,Away,,Loss,-2,-6.36,-14.65,Division 1
2/27/16,Hofstra,Home,72,College of Charleston,63,Away,,Win,9,5.50,3.62,Division 1
2/27/16,Lamar,Away,70,Incarnate Word,89,Home,,Loss,-19,-1.00,-0.37,Division 1
2/27/16,Incarnate Word,Home,89,Lamar,70,Away,,Win,19,-0.37,-1.00,Division 1
2/27/16,Indiana State,Home,77,Bradley,58,Away,,Win,19,-1.13,-14.10,Division 1
2/27/16,Bradley,Away,58,Indiana State,77,Home,,Loss,-19,-14.10,-1.13,Division 1
2/27/16,Idaho,Home,66,Eastern Washington,62,Away,,Win,4,3.90,5.29,Division 1
2/27/16,Eastern Washington,Away,62,Idaho,66,Home,,Loss,-4,5.29,3.90,Division 1
2/27/16,Montana State,Away,69,Idaho State,76,Home,,Loss,-7,-2.25,-0.57,Division 1
2/27/16,Idaho State,Home,76,Montana State,69,Away,,Win,7,-0.57,-2.25,Division 1
2/27/16,Florida International,Away,71,Florida Atlantic,63,Home,,Win,8,2.17,-8.00,Division 1
2/27/16,Florida Atlantic,Home,63,Florida International,71,Away,,Loss,-8,-8.00,2.17,Division 1
2/27/16,Notre Dame,Away,56,Florida State,77,Home,,Loss,-21,6.93,4.40,Division 1
2/27/16,Florida State,Home,77,Notre Dame,56,Away,,Win,21,4.40,6.93,Division 1
2/27/16,Northern Iowa,Away,54,Evansville,52,Home,,Win,2,5.16,8.74,Division 1
2/27/16,Evansville,Home,52,Northern Iowa,54,Away,,Loss,-2,8.74,5.16,Division 1
2/27/16,North Carolina A&T,Away,77,Florida A&M,70,Home,,Win,7,-8.77,-9.04,Division 1
2/27/16,Florida A&M,Home,70,North Carolina A&T,77,Away,,Loss,-7,-9.04,-8.77,Division 1
2/27/16,Davidson,Away,82,Fordham,91,Home,,Loss,-9,1.78,3.11,Division 1
2/27/16,Georgia,Home,80,Mississippi,66,Away,,Win,14,0.86,2.62,Division 1
2/27/16,Georgetown,Home,87,Butler,90,Away,,Loss,-3,2.29,9.93,Division 1
2/27/16,Appalachian State,Away,70,Georgia State,83,Home,,Loss,-13,-7.72,1.22,Division 1
2/27/16,Mississippi,Away,66,Georgia,80,Home,,Loss,-14,2.62,0.86,Division 1
2/27/16,George Washington,Home,65,Virginia Commonwealth,69,Away,,Loss,-4,7.33,10.48,Division 1
2/27/16,Fordham,Home,91,Davidson,82,Away,,Win,9,3.11,1.78,Division 1
2/27/16,Butler,Away,90,Georgetown,87,Home,,Win,3,9.93,2.29,Division 1
2/27/16,Virginia Commonwealth,Away,69,George Washington,65,Home,,Win,4,10.48,7.33,Division 1
2/27/16,Florida,Away,91,Louisiana State,96,Home,,Loss,-5,4.97,3.35,Division 1
2/27/16,Long Island University,Home,83,Bryant,88,Away,,Loss,-5,-0.55,-11.06,Division 1
